Title,URL,Authors,Programs,Bugs,Bounty,PublicationDate,AddedDate,functionality,vulnerability_type,execution_context,attack_vector,language_or_framework,impact,technical_details
RCE via Account Takeover,https://medium.com/vault-infosec/rce-via-account-takeover-a6fea7390385,Karthikeyan.V (@karthithehacker),-,"RCE, Account takeover, IDOR",0,8/25/23,9/5/23,Admin/Config Panel,Server-Side Template Injection (SSTI),Server-side RCE,Web Application Parameter,PHP,Shell/Command Execution,"in the PHP execute function. As soon as the payload was executed, a reverse shell was spawned in the terminal.The reason I was able to take over the account is because of the custom OAuth implemented on the site, where they didn’t configure the authorization properly. The PHP execute extension should not be used on the website; in the event of a breach or successful attack, the attacker might use "
(CVE-2023-32530) Trend Micro Apex Central 2019 (<= Build 6016) Authenticated RCE,https://starlabs.sg/advisories/23/23-32530/,Poh Jia Hao (@Chocologicall),Trend Micro,"RCE, SQL injection, Security code review",0,8/22/23,9/5/23,Imports/Sharing,Command Injection,Server-side RCE,Web Application Parameter,PHP,Shell/Command Execution,"has to be split into 2 chunks, the payload can be split like so: ',1,1,1,1,1,1,1,1);ATTACH DATABASE'REPOSI~1\a.php'AS a;CREATE/*     63 characters"
Exploitation of Openfire CVE-2023-32315,https://vulncheck.com/blog/openfire-cve-2023-32315,Jacob Baines (@Junior_Baines),Openfire,"Path traversal, Authentication bypass, RCE",0,8/22/23,8/25/23,Imports/Sharing,Command Injection,Server-side RCE,Web Application Parameter,Java,Shell/Command Execution,Payload not explicitly detailed
Playing Dominos with Moodle's Security (1/2),https://www.sonarsource.com/blog/playing-dominos-with-moodles-security-1/,Yaniv Nizry (@YNizry),Moodle,"Stored XSS, Arbitrary folder creation, RCE, Security code review",0,8/21/23,8/25/23,Admin/Config Panel,Unrestricted File Write/Upload,CI/CD Pipeline RCE,Web Application Parameter,PHP,Shell/Command Execution,"is executed in the context of the admin account.  Because the folder name is reflected inside a select tag the attacker needs an input tag first to break out, causing the img to render and JavaScript to run. This vulnerability can be exploited in a Cross-Site Scripting (XSS) attack against an admin user to achieve remote code execution on the server, as demonstrated before via plugin installation."
CVE-2023-5372 - Post-auth blind Python code injection vulnerabilities in Zyxel’s NAS326 and NAS542 devices,https://bugprove.com/knowledge-hub/cve-2023-5372-post-auth-blind-python-code-injection-vulnerabilities-in-zyxel-s-nas-326-and-nas-542-devices/,Gábor Selján (@GaborSeljan),Zyxel,"Code injection, RCE, Security code review",0,1/30/24,2/1/24,unknown,unknown,unknown,unknown,unknown,unknown,could not extract
ScienceLogic Dumpster Fire,https://web.archive.org/web/20230816081531/https://www.securifera.com/blog/2023/08/16/sciencelogic-dumpster-fire/,b0yd (@rwincey),-,"Default credentials, Local Privilege Escalation, RCE",0,8/16/23,9/5/23,File Management,Command Injection,Server-side RCE,Web Application Parameter,PHP,Shell/Command Execution,"for a reverse shell callback and launched it. This granted us shell access to the server. Considering the simplicity of uncovering this initial command injection vulnerability, we believed there might be more similar flaws. Now, with system access, we can observe process creation events using one of our preferred tools, Pspy. As expected, four additional command injection vulnerabilities were iden"
Relution Remote Code Execution via Java Deserialization Vulnerability,https://www.praetorian.com/blog/relution-remote-code-execution-java-deserialization-vulnerability/,Adam Crosser,Relution,"RCE, Insecure deserialization, Security code review",0,1/31/24,2/6/24,unknown,unknown,unknown,unknown,unknown,unknown,could not extract
How I got Two RCE at BBP Program @0xbartita,https://0xbartita.medium.com/how-i-got-two-rce-at-bbp-program-0xbartita-232727c5b3f0,0xBartita (@0xBaRtiTa),-,"RCE, Default credentials, SAP, Groovy scripting",0,8/10/23,8/14/23,Admin/Config Panel,Command Injection,Server-side RCE,Web Application Parameter,Generic Linux,Shell/Command Execution,Payload not explicitly detailed
Chained to hit: Discovering new vectors to gain remote and root access in SAP Enterprise Software,https://i.blackhat.com/BH-US-23/Presentations/US-23-Genuer-chained-to-hit-discovering-new-vectors-to-gain-remote-and-root-access-in-sap-enterprise-software-wp.pdf,"Pablo Artuso (@lmkalg), Yvan Genuer",SAP,"SAP, Java RMI, RCE, JNDI Injection, SQL injection, DoS, SSRF, Missing authentication, HTTP header injection, Privilege escalation, Information disclosure, Memory corruption",0,8/9/23,2/6/24,General Application Logic,Command Injection,Server-side RCE,API Endpoint,.NET,Full System Compromise,Payload not explicitly detailed
A Pain in the NAS: Exploiting Cloud Connectivity to PWN your NAS: Synology DS920+ Edition,https://claroty.com/team82/research/a-pain-in-the-nas-exploiting-cloud-connectivity-to-pwn-your-nas-synology-ds920-edition,"Vera Mens, Sharon Brizinov",Synology,RCE,0,8/9/23,8/21/23,Imports/Sharing,Command Injection,Server-side RCE,Web Application Parameter,PHP,Shell/Command Execution,Payload not explicitly detailed
A Pain in the NAS: Exploiting Cloud Connectivity to PWN your NAS: WD PR4100 Edition,https://claroty.com/team82/research/a-pain-in-the-nas-exploiting-cloud-connectivity-to-pwn-your-nas-wd-pr4100-edition,Noam Moshe,Western Digital,"Authentication bypass, RCE",0,8/9/23,8/21/23,Imports/Sharing,Command Injection,Server-side RCE,Web Application Parameter,PHP,Shell/Command Execution,"to that directory, and invoke a reboot through the cloud. Whenever the device will reboot, our payload will be executed, resulting in us executing code on the device."
Jumpserver Preauth RCE Exploit Chain,https://sites.google.com/site/zhiniangpeng/blogs/Jumpserver,zhiniang peng (@edwardzpeng),JumpServer,"RCE, Password reset, Authentication bypass, Path traversal, Cryptographic issues, Security code review",0,1/31/24,2/6/24,Imports/Sharing,Command Injection,Server-side RCE,Web Application Parameter,Python,Full System Compromise,Payload not explicitly detailed
CSRFing VS Code's Debug Adapter Protocol,https://www.mcnulty.blog/posts/dap-csrf,Dan McNulty (@_Z7mcnulty),Microsoft (VS Code),"CSRF, RCE",0,7/28/23,8/8/23,Imports/Sharing,Command Injection,Desktop App RCE,Web Application Parameter,Java,Shell/Command Execution,"on macos.WindowsA similar approach can be used to target Windows. Here's the payload:{   ""seq"": ""1"",   ""type"": ""request"",   ""command"": ""launch"",   ""arguments"": {     ""noDebug"": true,     ""launcherScript"": ""C:\\Windows\\System32\\cmd.exe"",     ""javaExec"": ""java"",     ""modulePaths"": [""/c""],     ""mainClass"": ""powershell -Command \""[void] [System.Reflection.Assembly]::LoadWithPartialName('System.Windo"
Opinions are like Bugs - Every Spec has one.,https://bountyplz.xyz/bugbounty/2023/07/24/Opinions-are-like-bugs.html,Ryan (@healthyoutlet),-,"HTML injection, RCE",0,7/24/23,7/31/23,Imports/Sharing,Command Injection,Server-side RCE,Web Application Parameter,Ruby,Shell/Command Execution,"looked like, you may be able to guess how it worked. <!--><iframe src=http://169.254.169.254/latest/meta-data></iframe>-->"
Analysis of CVE-2023-3519 in Citrix ADC and NetScaler Gateway,https://blog.assetnote.io/2023/07/21/citrix-CVE-2023-3519-analysis/,"Dylan Pindur, Shubham Shah (@infosec_au)",Citrix Systems,"RCE, Code injection, SAML, Security code review",0,7/24/23,7/24/23,Admin/Config Panel,Command Injection,Server-side RCE,Web Application Parameter,PHP,Full System Compromise,"is parsed into a struct containing the relevant details. We believe this struct includes a fixed array of canonicalization method values. Each time the parser sees a new <span class=""code_single-line"">CanonicalizationMethod</span> tag it checks the <span class=""code_single-line"">Algorithm</span> attribute against a list of supported algorithms and adds an associated enum value to the array. In the"
Chaining our way to Pre-Auth RCE in Metabase (CVE-2023-38646),https://blog.assetnote.io/2023/07/22/pre-auth-rce-metabase/,"Shubham Shah (@infosec_au), Maxwell Garrett (@TheGrandPew)",Metabase,"RCE, SQL injection, Security code review",0,7/22/23,7/31/23,Admin/Config Panel,Command Injection,Server-side RCE,Web Application Parameter,PHP,Shell/Command Execution,can be used to obtain a reverse shell on the system: POST /api/setup/validate HTTP/1.1 Host: localhost Content-Type: application/json Content-Length: 812
CVE-2023-38408: Remote Code Execution in OpenSSH’s forwarded ssh-agent,https://blog.qualys.com/vulnerabilities-threat-research/2023/07/19/cve-2023-38408-remote-code-execution-in-opensshs-forwarded-ssh-agent,Qualys Threat Research Unit (TRU),OpenSSH,RCE,0,7/20/23,7/24/23,Admin/Config Panel,Command Injection,Server-side RCE,Web Application Parameter,Generic Linux,Shell/Command Execution,Payload not explicitly detailed
CVE-2023-36934: Progress Software MOVEit Transfer SQL Injection Remote Code Execution Vulnerability,https://www.zerodayinitiative.com/blog/2023/7/19/cve-2023-36934-progress-software-moveit-transfer-sql-injection-remote-code-execution-vulnerability,"Guy Lederfein (@glederfein), Lucas Miller",Progress (MOVEit Transfer),"SQL injection, RCE, Security code review",0,7/20/23,7/24/23,General Application Logic,Insecure Deserialization,Server-side RCE,Web Application Parameter,NodeJS,Shell/Command Execution,Payload not explicitly detailed
Session Token Enumeration in RWS WorldServer,https://www.redteam-pentesting.de/de/advisories/rt-sa-2023-001/-session-token-enumeration-in-rws-worldserver,RedTeam Pentesting (@RedTeamPT),Trados (WorldServer),"Session management issue, Bruteforce",0,7/19/23,10/3/23,General Application Logic,Command Injection,Server-side RCE,Web Application Parameter,Java,Shell/Command Execution,Payload not explicitly detailed
A Twist in the Code: OpenMeetings Vulnerabilities through Unexpected Application State,https://www.sonarsource.com/blog/a-twist-in-the-code-openmeetings-vulnerabilities-through-unexpected-application-state/,Stefan Schiller (@scryh_),Apache OpenMeetings,"Account takeover, RCE, Null-Byte injection, Security code review",0,7/19/23,7/24/23,Imports/Sharing,Command Injection,Server-side RCE,Web Application Parameter,PHP,Shell/Command Execution,Payload not explicitly detailed
Demo: Brute-forcing a macOS user’s real name from a browser using mDNS,https://fingerprint.com/blog/apple-macos-mdns-brute-force/,Konstantin Darutkin,Apple (macOS),"Privacy issue, Bruteforce, mDNS",0,7/13/23,8/8/23,Imports/Sharing,Command Injection,Server-side RCE,Web Application Parameter,Java,Shell/Command Execution,demo is optimized for performance rather than accuracy and results may be affected by device or network configuration. The name brute-forcing technique uses a pre-made list of the 50 most popular gender-specific names from a specific country origin. Our experiments showed that this is enough to detect a macOS user’s name correctly in 65% of the cases on average.  Multicast DNS protocol and Apple B
Modeling Malicious Code: Hacking In 3D,https://www.trustedsec.com/blog/modeling-malicious-code-hacking-in-3d/,Zach Bevilacqua,-,"Phishing, RCE, Initial access",0,7/13/23,7/24/23,General Application Logic,Command Injection,Server-side RCE,Web Application Parameter,Python,Shell/Command Execution,"as decimal values. Let's take a look at the basic cube version of this file.Figure 7 - File Contents of 3dmodel.model FileIn the highlighted section above, we have floating point numbers representing the X, Y, and Z coordinates of the cube. We could use the triangles section, though the values aren't consistent enough to easily hold the data we want.ImplementationEnough of that, let's get to the h"
Adobe ColdFusion Pre-Auth RCE(s),https://blog.projectdiscovery.io/adobe-coldfusion-rce/,"Harsh Jaiswal (@rootxharsh), Rahul Maini (@iamnoooob)",Adobe (ColdFusion),"RCE, ColdFusion, JNDI Injection, Insecure deserialization, Security code review, Patch diffing",0,7/12/23,2/27/24,Imports/Sharing,Insecure Deserialization,Server-side RCE,Web Application Parameter,Java,Shell/Command Execution,"for commons-beanutils and binded it on a rogue LDAP server. Doing so resulted into a remote code execution on the Adobe ColdFusion 2021 (Update 6). Nuclei template for CVE-2023-29300 is now available in Nuclei-Templates repository - HEREYou can run nuclei to scan for CVE-2023-29300, as shown below:bashCopy1nuclei -id CVE-2023-29300 -list coldfusion_list.txt UpdatesAt present, which is as of 2023-0"
CVE-2023-36844 And Friends: RCE In Juniper Devices,https://labs.watchtowr.com/cve-2023-36844-and-friends-rce-in-juniper-firewalls/,watchTowr (@watchtowrcyber),Juniper,"RCE, Missing authentication, Arbitrary file upload, Security code review",0,8/25/23,9/5/23,Imports/Sharing,Unrestricted File Write/Upload,Server-side RCE,Web Application Parameter,PHP,Shell/Command Execution,"will fail, since our payloads will be located in a location not whitelisted (and also because they are not cryptographically signed). Great for security, but bad for us - what now? How can we get RCE without the ability to execute any of our own binaries?!We don't need no steenkin' binariesThe answer, of course, is to use the binaries that are already on the system. While the system is (sensibly) "
Technical Details for CVE-2023-29301: Adobe ColdFusion Access Control Bypass for a CFAdmin Authentication Component,https://hoyahaxa.blogspot.com/2023/08/technical-details-for-cve-2023-29301.html,Brian (@hoyahaxa),Adobe,"Broken Access Control, Bruteforce, ColdFusion",0,8/30/23,9/5/23,Imports/Sharing,XXE,Server-side RCE,Web Application Parameter,Java,Full System Compromise,Payload not explicitly detailed
Getting SYSTEM on Windows in style,https://sector7.computest.nl/post/2023-09-getting-system-on-windows-in-style/,Sector 7 (@sector7_nl),Microsoft (Windows),"RCE, Local Privilege Escalation, TOCTOU, DLL Hijacking",0,9/28/23,10/3/23,Imports/Sharing,Command Injection,Server-side RCE,Web Application Parameter,Python,Shell/Command Execution,"is now executing inside winlogon.exe, which is running as NT AUTHORITY\SYSTEM. Otherwise, repeat steps (3) to (5)."
Dependency Confusion Attack: A Route to RCE,https://sklnhunt.github.io/posts/dependencyconfusion/,Krunal Savaliya,-,"Dependency confusion, RCE",0,8/30/23,8/26/24,Imports/Sharing,Code Injection,Server-side RCE,Web Application Parameter,Java,Shell/Command Execution,Payload not explicitly detailed
Source Code at Risk: Critical Code Vulnerability in CI/CD Platform TeamCity,https://www.sonarsource.com/blog/teamcity-vulnerability/,Stefan Schiller (@scryh_),JetBrains (TeamCity),"RCE, CI/CD",0,9/26/23,1/18/24,Imports/Sharing,Command Injection,CI/CD Pipeline RCE,Web Application Parameter,PHP,Full System Compromise,Payload not explicitly detailed
[P2O Vancouver 2023] SharePoint Pre-Auth RCE chain (CVE-2023–29357 & CVE-2023–24955),https://starlabs.sg/blog/2023/09-sharepoint-pre-auth-rce-chain/,Nguyễn Tiến Giang (@testanull),Microsoft (Sharepoint),"RCE, Authentication bypass, JWT, Code injection, Security code review",0,9/25/23,10/3/23,Imports/Sharing,Command Injection,Server-side RCE,Web Application Parameter,Python,Full System Compromise,"(JWS Claims)   string text3 = array[2]; // JWT Signature   Dictionary<string, string> dictionary = new Dictionary<string, string>(StringComparer.Ordinal);   dictionary.DecodeFromJson(Base64UrlEncoder.Decode(text));   Dictionary<string, string> dictionary2 = new Dictionary<string, string>(StringComparer.Ordinal);   dictionary2.DecodeFromJson(Base64UrlEncoder.Decode(text2));   string text4;   dictio"
Exploiting ASP.NET TemplateParser — Part I: Sitecore (CVE-2023-35813),https://code-white.com/blog/exploiting-asp.net-templateparser-part-1/,Markus Wulftange (@mwulftange),Sitecore,"RCE, Security code review",0,9/25/23,9/27/23,Admin/Config Panel,Insecure Deserialization,Server-side RCE,Web Application Parameter,NodeJS,Full System Compromise,Payload not explicitly detailed
DoubleQlik: Bypassing the Fix for CVE-2023-41265 to Achieve Unauthenticated Remote Code Execution,https://www.praetorian.com/blog/doubleqlik-bypassing-the-original-fix-for-cve-2023-41265/,Adam Crosser,Qlik,"RCE, Path traversal, HTTP request tunneling, HTTP request smuggling, Security code review",0,9/22/23,10/3/23,unknown,unknown,unknown,unknown,unknown,unknown,could not extract
Finding Deserialization Bugs In The Solarwind Platform,https://www.zerodayinitiative.com/blog/2023/9/21/finding-deserialization-bugs-in-the-solarwind-platform,Piotr Bazydło (@chudyPB),SolarWinds,"RCE, Insecure deserialization, Security code review",0,9/21/23,9/22/23,Admin/Config Panel,Command Injection,Server-side RCE,Web Application Parameter,.NET,Full System Compromise,"is delivered through the v key. Let’s have a look at a fragment of a legitimate message: We can take any property, for instance: IndicationId. Then, we need to:•    Set the value of the t key to the name of a malicious type.•    Put a malicious serialized payload in the value of the v key. As the JSON deserialization settings are set to TypeNameHandling.Auto, it is enough to deliver something like"
Remote Code Execution in Tutanota Desktop due to Code Flaw,https://www.sonarsource.com/blog/remote-code-execution-in-tutanota-desktop-due-to-code-flaw/,Paul Gerste,Tutanota,"XSS, CSP bypass, Parsing issue, Electron, RCE, Security code review",0,9/20/23,9/22/23,Imports/Sharing,Command Injection,Desktop App RCE,Web Application Parameter,PHP,Service Disruption (DoS),"is executed on their system. More details on the exploit requirements can be found later in this article. We responsibly disclosed the vulnerabilities to the vendor in June 2022, and they were fixed within two days. The following proof-of-concept shows how attackers could have exploited the vulnerability before that:"
Fileless Remote Code Execution on Juniper Firewalls,https://vulncheck.com/blog/juniper-cve-2023-36845,Jacob Baines (@Junior_Baines),Juniper,RCE,0,9/18/23,1/18/24,Imports/Sharing,Unrestricted File Write/Upload,Server-side RCE,Web Application Parameter,PHP,Shell/Command Execution,Payload not explicitly detailed
Insecure Authentication Tokens leading to Account Takeover,https://www.vaadata.com/blog/insecure-authentication-tokens-leading-to-account-takeover/,Thomas Delfino,-,"Account takeover, Android, Hardcoded credentials, Weak crypto, Authentication bypass, Client-side enforcement of server-side security",0,9/18/23,9/22/23,File Management,Unrestricted File Write/Upload,Server-side RCE,Web Application Parameter,PHP,Full System Compromise,Payload not explicitly detailed
CVE-2023-34040 Spring Kafka Deserialization Remote Code Execution,https://pyn3rd.github.io/2023/09/15/CVE-2023-34040-Spring-Kafka-Deserialization-Remote-Code-Execution/,pyn3rd (@pyn3rd),VMware (Spring Kafka),"Insecure deserialization, RCE",0,9/15/23,10/3/23,Imports/Sharing,Insecure Deserialization,Server-side RCE,Web Application Parameter,Java,Shell/Command Execution,Payload not explicitly detailed
Neighbourhood Watch - Hikvision Intercom Eavesdropping,https://skylightcyber.com/2023/09/14/neighbourhood-watch-hikvision-intercom-eavesdropping/,Peter Szot,Hikvision,"IoT, UDP, SIP, DoS, Authentication bypass, Bruteforce, Restricted shell escape",0,9/14/23,9/22/23,Imports/Sharing,Command Injection,Server-side RCE,Web Application Parameter,Java,Shell/Command Execution,Payload not explicitly detailed
CraftCMS RCE,https://blog.calif.io/p/craftcms-rce,Thanh,Craft CMS,"RCE, Code injection, Security code review",0,9/14/23,9/19/23,File Management,Unrestricted File Write/Upload,Server-side RCE,Third-party Library,PHP,Shell/Command Execution,Payload not explicitly detailed
Unauthenticated Massive PII Leak,https://cristivlad.medium.com/unauthenticated-massive-pii-leak-d182ad3f7553,Cristi Vlad (@CristiVlad25),-,"Rate limiting bypass, Bruteforce",0,9/13/23,10/3/23,General Application Logic,Command Injection,Server-side RCE,Web Application Parameter,Python,Shell/Command Execution,"for the last 5 remaining digits and hit “Start Attack”. After not even 5 attempts, rate limiting kicked and I was stopped. I believe it took 30 to 60 minutes until I was able to hit the API again.Obviously, I didn’t see that coming. But for this first hurdle, simply adding an “X-Forwarded-Host” header to the request, using a “Battering Ram” attack did the trick.4. After a few minutes, I had a few "
Hunting for Unauthenticated n-days in Asus Routers,https://www.shielder.com/blog/2024/01/hunting-for-~~un~~authenticated-n-days-in-asus-routers/,"TheZero (@Th3Zer0), suidpit (@suidpit)",Asus,"RCE, Format string vulnerability, Reverse engineering, Patch diffing",0,1/30/24,2/1/24,Imports/Sharing,Command Injection,Server-side RCE,Web Application Parameter,Generic Linux,Shell/Command Execution,"must be sent inside a JSON object, so we need to avoid “breaking” the JSON body, otherwise the parser will raise an error. Luckily, we can use a combination of raw bytes inserted into the body (accepted by the parser), double-encoding (%25 instead of % to inject the format specifiers) and UTF-encode the nullbyte terminating the address (\u0000).The second one is that, after being decoded, our payl"
Can't Be Contained: Finding a Command Injection Vulnerability in Kubernetes,https://www.akamai.com/blog/security-research/kubernetes-critical-vulnerability-command-injection,Tomer Peled (@tomerpeled92),Kubernetes,"RCE, Command injection, Security code review",0,9/13/23,9/19/23,unknown,unknown,unknown,unknown,unknown,unknown,could not extract
"Blog: OmniSpace, from automated 0day XSS to RCE",https://preprod.patrowl.io/blog-omnispace-from-automated-xss-to-rce-cve-2023-40228/,Florent (@Pepito_oh),Agora-Project (OmniSpace),"RCE, XSS, Account takeover, CSRF, Insecure file upload, LFI, Security code review",0,9/12/23,9/13/23,unknown,unknown,unknown,unknown,unknown,unknown,could not extract
MyBB Admin Panel RCE CVE-2023-41362,https://blog.sorcery.ie/posts/mybb_acp_rce/,Sorcery IE (@SorceryIE),MyBB,"RCE, ReDoS, Security code review",0,9/11/23,9/13/23,Imports/Sharing,Command Injection,Server-side RCE,Web Application Parameter,PHP,Shell/Command Execution,it was made to prevent in your template (we must still avoid the regex checks before it). The payload I went with was {$db->insert_id(isset($_GET[1])?die(eval($_GET[1])):'')}. Initially I thought I needed to find a useful function that was in the scope to use the {$x->()} format but we found that once we had a function we could do any php calls we needed. So we opted to use $db->insert_id() as it 
Orbeon Forms: The Final Form? On A Journey To RCE,https://labs.watchtowr.com/orbeon-forms-the-final-form/,watchTowr (@watchtowrcyber),Orbeon,"RCE, XSLT, XXE, XPATH",0,9/8/23,9/19/23,Imports/Sharing,Insecure Deserialization,Server-side RCE,Web Application Parameter,PHP,Shell/Command Execution,"in it’s final form (ha ha, get it?):<!-- Defines the Namespaces Required --> <p:config xmlns:p=""<http://www.orbeon.com/oxf/pipeline>""           xmlns:xsl=""<http://www.w3.org/1999/XSL/Transform>""           xmlns:oxf=""<http://www.orbeon.com/oxf/processors>"">"
Unveiling RCE on Dutch Government Website,https://medium.com/@nayeems3c/unveiling-rce-on-dutch-government-website-f001a1c5b4fb,Nayeem Islam (@nayeems3c),Dutch Government,"RCE, Unrestricted file upload",0,9/8/23,9/13/23,Imports/Sharing,Command Injection,Server-side RCE,Web Application Parameter,PHP,Shell/Command Execution,"(PoC) and submitted my initial report.Meanwhile, I was exploring ways to further exploit the file upload feature and came across this excellent article.Hunting for Bugs in File Upload Feature:In this blog, I will be listing down some file upload Vulnerability such RCE, SSRF, CSRF, XSS and many more such…sm4rty.medium.comExploiting RCELater, I learned about how File Upload can be exploited to achie"
Paranoids Vulnerability Research: Ivanti Issues Security Alert,https://www.yahooinc.com/paranoids/paranoids-vulnerability-research-ivanti-issues-security-alert,Blaine Herro,Ivanti,"RCE, Insecure deserialization, Security code review",0,9/7/23,9/13/23,Imports/Sharing,Insecure Deserialization,Desktop App RCE,Web Application Parameter,.NET,Shell/Command Execution,"successfully. I’ll stick a dummy value as the header and omit the signature here. This results in a request that looks like the following:Launching this request at the EPM server results in successful command execution on the target host as the NT AUTHORITY\NETWORK SERVICE user. Escalating ImpactWe’ve proven the ability to remotely execute programs on the target, but ideally we’d like to give ours"
"Apache Superset Part II: RCE, Credential Harvesting and More",https://www.horizon3.ai/apache-superset-part-ii-rce-credential-harvesting-and-more/,Naveen Sunkavally,Apache Superset,"RCE, Insecure deserialization, URL validation bypass, Broken authorization, Arbitrary file read, Insufficiently Protected Credentials, Default Flask Secret Key, Hardcoded credentials",0,9/6/23,9/7/23,Imports/Sharing,Insecure Deserialization,Server-side RCE,Web Application Parameter,Python,Shell/Command Execution,"into the store, and then trigger deserialization of it, leading to remote code execution. Here’s an example exploiting dashboard permalink metadata, which Superset was storing using pickle: First, an attacker would generate a dashboard permalink from the UI:"
Blog: CVE-2023-4634 - Tricky Unauthenticated RCE on Wordpress Media Library Assistant Plugin using a good old Imagick,https://patrowl.io/blog-wordpress-media-library-rce-cve-2023-4634/,Florent (@Pepito_oh),Media Library Assistant (WordPress plugin),"LFI, RCE, Security code review",0,9/5/23,9/5/23,Imports/Sharing,Command Injection,Server-side RCE,Web Application Parameter,PHP,Shell/Command Execution,"download from our FTP server.The fact that some files are not deleted by the Imagick process within the /tmp folder still a mystery. We have few clues on self-calling SVG file that could cause segfault and the file not to be deleted: https://github.com/ImageMagick/ImageMagick/security/advisories/GHSA-j96m-mjp6-99xrBut not exploitable in our configuration as the file came from an external source, i"
RCE on Application’s Tracking Admin Panel,https://infosecwriteups.com/rce-on-applications-tracking-admin-panel-fdc7e8320366,Nithissh,-,"RCE, Unrestricted file upload",0,9/3/23,10/3/23,Imports/Sharing,Command Injection,Server-side RCE,Web Application Parameter,PHP,Shell/Command Execution,Payload not explicitly detailed
ZeroQlik: Achieving Unauthenticated Remote Code Execution via HTTP Request Tunneling and Path Traversal,https://www.praetorian.com/blog/qlik-sense-technical-exploit/,Adam Crosser,Qlik,"RCE, Path traversal, HTTP request tunneling, HTTP request smuggling, Security code review",0,8/31/23,9/5/23,unknown,unknown,unknown,unknown,unknown,unknown,could not extract
CS-Cart PDF Plugin Unauthenticated Command Injection,https://starlabs.sg/blog/2023/03-cs-cart-pdf-plugin-unauthenticated-command-injection/,Ngo Wei Lin (@Creastery),CS-Cart,"RCE, OS command injection, Security code review",0,3/3/23,3/6/23,File Management,Command Injection,Server-side RCE,Web Application Parameter,PHP,Shell/Command Execution,"(i.e. using ../ in $transaction_id). While this is irrelevant to the command injection vulnerability, it is worth noting and fixing. At [5], a shell command is constructed using the $html_file and $pdf_file from [2] and [3] respectively without properly escaping the arguments containing untrusted user input. Subsequently, the command is executed within a shell at [6], thereby allowing for remote c"
A New Vector For “Dirty” Arbitrary File Write to RCE,https://blog.doyensec.com/2023/02/28/new-vector-for-dirty-arbitrary-file-write-2-rce.html,"Maxence Schmitt (@maxenceschmitt), Lorenzo Stella (@lorenzostella)",-,"Arbitrary file write, RCE",0,2/28/23,3/2/23,Imports/Sharing,Unrestricted File Write/Upload,Server-side RCE,Web Application Parameter,PHP,Shell/Command Execution,had to be kept during the merging with the PDF template. We were able to embed the multiline .ini payload inside the EXIF metadata of an image included in the PDF. To build this polyglot file we used the following script:     from fpdf import FPDF     from exiftool import ExifToolHelper
CVE-2022-23088: Exploiting A Heap Overflow In The Freebsd Wi-fi Stack,https://www.zerodayinitiative.com/blog/2022/6/15/cve-2022-23088-exploiting-a-heap-overflow-in-the-freebsd-wi-fi-stack,m00nbsd (@m00nbsd),FreeBSD Security Team,"Memory corruption, RCE",0,6/16/22,9/15/22,General Application Logic,Command Injection,Server-side RCE,Web Application Parameter,Generic Linux,Shell/Command Execution,"Background: the direct map is a special kernel memory region that contiguously maps the entire physical memory of the system as writable pages, except for the physical pages of read-only text segments. We use the primitive to write data at the physical address 0x1000 using the direct map:"
QUEST KACE Desktop Authority Pre-Auth Remote Code Execution (CVE-2021-44031),https://labs.jumpsec.com/quest-kace-desktop-authority-pre-auth-remote-code-execution-cve-2021-44031/,Tom Ellson (@tde_sec),Quest,"RCE, Path traversal",0,9/8/22,9/15/22,File Management,Unrestricted File Write/Upload,Server-side RCE,Web Application Parameter,PHP,Full System Compromise,Payload not explicitly detailed
Two RCEs are better than one: write-up of an interesting lateral movement,https://medium.com/@seeu-inspace/two-rces-are-better-than-one-write-up-of-an-interesting-lateral-movement-66a52d42e075,Riccardo Malatesta (@seeu_inspace),-,"Local Privilege Escalation, RCE",0,9/28/22,9/29/22,File Management,Unrestricted File Write/Upload,Desktop App RCE,Web Application Parameter,PHP,Shell/Command Execution,Payload not explicitly detailed
Discovering The Less-known Vulnerability In Oracle Peoplesoft,https://blog.rehack.xyz/2022/09/tips-tricks-discovering-less-known.html,RE:HACK (@rehackxyz),-,"TockenChpoken, Privilege escalation, Bruteforce, Cookie manipulation",0,9/26/22,3/10/23,Imports/Sharing,Server-Side Template Injection (SSTI),Server-side RCE,Web Application Parameter,Generic Linux,Shell/Command Execution,Payload not explicitly detailed
Securing Developer Tools: OneDev Remote Code Execution,https://blog.sonarsource.com/onedev-remote-code-execution/,Paul Gerste,OneDev,"RCE, SSRF, Broken Access Control, Container escape",0,9/20/22,9/22/22,Imports/Sharing,Command Injection,Server-side RCE,Web Application Parameter,PHP,Shell/Command Execution,Payload not explicitly detailed
How i Found Unauthorized Bypass RCE,https://medium.com/@yashshirke7806/how-i-found-unauthorized-bypass-rce-3591a86425a9,Yashshirke,-,"RCE, Old components with known vulnerabilities",0,9/18/22,9/20/22,General Application Logic,Command Injection,Server-side RCE,Web Application Parameter,Generic Linux,Shell/Command Execution,"- %252e%252e%252f you Guyz can encode and check , So this payload was just bypassing Waf now i was not happy with bypassing WAF i was hunting for big impact so i found one more payload which Directing me to admin console accessPayload :- https://192.168.1.79:7001/console/images/%252e%252e%252fconsole.portalThe IP is just for example, Focus on payload which was this /console/images/%252e%252e%252fc"
