Title,URL,Authors,Programs,Bugs,Bounty,PublicationDate,AddedDate
Remote Code Execution in Melis Platform,https://blog.sonarsource.com/remote-code-execution-in-melis-platform/,"Karim El Ouerghemmi, Thomas Chauchefoin (@swapgs)",Melis Platform,"RCE, Path traversal, Insecure deserialization, Security code review",0.0,2022-10-18,2022-10-24
Basic recon to RCE III,https://www.jomar.fr/posts/2022/basic_recon_to_rce_iii/,Joshua Martinelle (@J0_mart),-,"RCE, OS command injection",0.0,2022-10-18,2022-10-21
"CVE 2022–24082, RCE in the PEGA Platform — Discovery, Remediation & Technical Details (Long Live JMX!!!)",https://marcin-wolak.medium.com/cve-2022-24082-rce-in-the-pega-platform-discovery-remediation-technical-details-long-live-69efb5437316,Marcin Wolak,PEGA,"RCE, JMX",0.0,2022-10-17,2023-05-15
Analysis of a Remote Code Execution (RCE) Vulnerability in Cobalt Strike 4.7.1,https://securityintelligence.com/posts/analysis-rce-vulnerability-cobalt-strike/,"Rio (@0x09AL), b33f (@FuzzySec)",HelpSystems,"RCE, XSS",0.0,2022-10-17,2022-10-21
Reply to calc: The Attack Chain to Compromise Mailspring,https://www.sonarsource.com/blog/reply-to-calc-the-attack-chain-to-compromise-mailspring/,Yaniv Nizry (@YNizry),Mailspring,"Mutation XSS, RCE, Electron, CSS exfiltration",0.0,2024-03-11,2024-05-11
Toner Deaf – Printing your next persistence (Hexacon 2022),https://research.nccgroup.com/2022/10/17/toner-deaf-printing-your-next-persistence-hexacon-2022/,"Alex Plaskett (@alexjplaskett), Cedric Halbronn (@saidelike)",Lexmark,"Path traversal, Arbitrary file write, RCE, Printer hacking",0.0,2022-10-17,2022-10-17
Pwning ManageEngine — From Endpoint to Exploit: A deep dive into CVE-2021–42847,https://medium.com/@erik.wynter/pwning-manageengine-from-endpoint-to-exploit-bc5793836fd,Erik Wynter (@WynterErik),Zoho,"Arbitrary file write, XXE, RCE",0.0,2022-10-12,2022-10-17
"Enter ""Sandbreak"" - Vulnerability In vm2 Sandbox Module Enables Remote Code Execution (CVE-2022-36067)",https://www.oxeye.io/blog/vm2-sandbreak-vulnerability-cve-2022-36067,Oxeye (@OxeyeSecurity),vm2,"RCE, Sandbox bypass",0.0,2022-10-10,2022-10-17
Persistent PHP Payloads In PNGs: How To Inject PHP Code In An Image – And Keep It There !,https://www.synacktiv.com/publications/persistent-php-payloads-in-pngs-how-to-inject-php-code-in-an-image-and-keep-it-there.html,Quentin Roland (@croco_byte),-,"Unrestricted file upload, Code injection, RCE",0.0,2022-10-10,2022-10-10
SSD Advisory – pfSense Post Auth RCE,https://ssd-disclosure.com/ssd-advisory-pfsense-post-auth-rce/,이예랑 (@yelang123x),pfSense,"RCE, Privilege escalation",0.0,2022-10-06,2022-10-08
CVE-2022-41343,https://tantosec.com/blog/cve-2022-41343/,Tanto Security team (@TantoSecurity),dompdf,"RCE, Insecure deserialization, Phar deserialization",0.0,2022-10-06,2022-10-06
Hacking TMNF: Part 1 - Fuzzing the game server,https://blog.bricked.tech/posts/tmnf/part1/,-,Ubisoft,"RCE, Memory corruption, Format string vulnerability",0.0,2022-10-05,2022-10-06
Securing Developer Tools: A New Supply Chain Attack on PHP,https://blog.sonarsource.com/securing-developer-tools-a-new-supply-chain-attack-on-php/,Thomas Chauchefoin (@swapgs),Packagist,"Argument injection, RCE, Supply chain attack, Security code review",0.0,2022-10-04,2022-10-06
Two Bytes is Plenty: FortiGate RCE with CVE-2024-21762,https://www.assetnote.io/resources/research/two-bytes-is-plenty-fortigate-rce-with-cve-2024-21762,Dylan Pindur,Fortinet,"RCE, Out-of-bounds Write, Memory corruption, Patch diffing",0.0,2024-03-15,2024-05-11
Crashing Industrial Control Systems at Pwn2Own Miami 2022,https://jfrog.com/blog/crashing-industrial-control-systems-at-pwn2own-miami-2022/,JFrog Security Research Team (@JFrogSecurity),Unified Automation,"DoS, Memory corruption, RCE",0.0,2022-08-25,2022-09-15
Empowering weak primitives: file truncation to code execution with Git,https://www.sonarsource.com/blog/empowering-weak-primitives-file-truncation-to-code-execution-with-git/,Thomas Chauchefoin (@swapgs),-,"Argument injection, RCE",0.0,2023-02-28,2023-03-02
How we have pwned Root-Me in 2022,https://spawnzii.github.io/posts/2022/07/how-we-have-pwned-root-me-in-2022/,"Romain Brun (@SpawnZii), Abyss Watcher",SPIP,"XSS, CSRF, RCE",0.0,2022-07-12,2022-09-15
CVE-2022–36446 — Webmin 1.996 — Remote Code Execution (RCE — Authenticated) During Install New Packages,https://medium.com/@emirpolat/cve-2022-36446-webmin-1-997-7a9225af3165,Emir Polat (@devilsgrins),Webmin,"RCE, OS command injection",0.0,2022-07-26,2022-09-15
Outdated PHP Version leads to RCE,https://medium.com/@iamdevansharya/outdated-php-version-leads-to-rce-380fb4db32f4,iamdevansharya (@iamdevansharya),-,"RCE, Old components with known vulnerabilities",0.0,2022-07-25,2022-09-15
Pwn2Own Miami 2022: Inductive Automation Remote Code Execution,https://sector7.computest.nl/post/2022-07-inductive-automation-ignition-rce/,Sector 7 (@sector7_nl),Inductive Automation Ignition,"RCE, Authentication bypass",0.0,2022-07-22,2022-09-15
Gitlab Project Import RCE Analysis (CVE-2022-2185),https://starlabs.sg/blog/2022/07-gitlab-project-import-rce-analysis-cve-2022-2185/,Nguyễn Tiến Giang (@testanull),GitLab,RCE,0.0,2022-07-21,2022-09-15
Riding The Inforail To Exploit Ivanti Avalanche,https://www.zerodayinitiative.com/blog/2022/7/19/riding-the-inforail-to-exploit-ivanti-avalanche,Piotr Bazydło (@chudyPB),Ivanti,"RCE, Insecure deserialization, Race condition, Authentication bypass",0.0,2022-07-19,2022-09-15
SSD Advisory – Microsoft SharePoint Server WizardConnectToDataStep4 Deserialization Of Untrusted Data RCE,https://ssd-disclosure.com/ssd-advisory-microsoft-sharepoint-server-wizardconnecttodatastep4-deserialization-of-untrusted-data-rce/,Alex Birnberg (@alexbirnberg),Microsoft,"Insecure deserialization, RCE",0.0,2022-07-19,2022-09-15
MyBB 0day Authenticated Remote code execution,https://0x1337.ninja/2022/07/19/mybb-0day-authenticated-remote-code-execution/,Anna / 416e6e61 (@AnnaViolet20),MyBB,"RCE, Argument injection",0.0,2022-07-19,2022-09-15
Exploiting Arbitrary Object Instantiations in PHP without Custom Classes,https://swarm.ptsecurity.com/exploiting-arbitrary-object-instantiations/,Arseniy Sharoglazov (@_mohemiv),-,"RCE, Arbitrary Object Instantiation, Bruteforce, LDAP injection",0.0,2022-07-14,2022-09-15
CVE-2022-30136: Microsoft Windows Network File System V4 Remote Code Execution Vulnerability,https://www.zerodayinitiative.com/blog/2022/7/13/cve-2022-30136-microsoft-windows-network-file-system-v4-remote-code-execution-vulnerability,"Yuki Chen (@guhe120), Guy Lederfein (@glederfein), Quintin Crist",Microsoft,"RCE, DoS, Memory corruption",0.0,2022-07-14,2022-09-15
How I found my first RCE!,https://infosecwriteups.com/how-i-found-my-first-rce-c063546114ef,TheBountyBox (@thebountybox),-,"RCE, Components with known vulnerabilities, WSO2, SSRF",0.0,2022-07-13,2022-12-12
Remote Code Execution via Prototype Pollution in Blitz.js,https://blog.sonarsource.com/blitzjs-prototype-pollution/,Paul Gerste,Blitz.js,"Prototype pollution, RCE",0.0,2022-07-12,2022-09-15
Advisory | GLPI Service Management Software Multiple Vulnerabilities and Remote Code Execution,https://pentest.blog/advisory-glpi-service-management-software-sql-injection-remote-code-execution-and-local-file-inclusion/,Nuri Çilengir (@ncilengir),GLPI,"SQL injection, RCE, LFI",0.0,2022-07-08,2022-09-15
Securing Developer Tools: Argument Injection in Visual Studio Code,https://blog.sonarsource.com/securing-developer-tools-argument-injection-in-vscode/,Thomas Chauchefoin (@swapgs),Microsoft,"Argument injection, RCE",0.0,2022-08-23,2022-09-15
From Discovery to Disclosure: ReCrystallize Server Vulnerabilities,https://sensepost.com/blog/2024/from-discovery-to-disclosure-recrystallize-server-vulnerabilities/,Paul van der Haas (@PvdH),ReCrystallize Software,"Default credentials, LFI, Authentication bypass, Privilege escalation, Unrestricted file upload, RCE",0.0,2024-03-22,2024-05-08
CVE-2022-28219: Unauthenticated XXE to RCE and Domain Compromise in ManageEngine ADAudit Plus,https://www.horizon3.ai/red-team-blog-cve-2022-28219/,Naveen Sunkavally,Zoho,"XXE, SSRF, RCE",0.0,2022-06-29,2022-09-15
Pwning ManageEngine — From PoC to Exploit: A deep dive into CVE-2020–11531 and CVE-2020–11532,https://medium.com/@erik.wynter/pwning-manageengine-from-poc-to-exploit-cfe5adb8c175,Erik Wynter (@WynterErik),Zoho,"Path traversal, RCE, Authentication bypass",0.0,2022-06-28,2022-10-17
Unrar Path Traversal Vulnerability affects Zimbra Mail,https://blog.sonarsource.com/zimbra-pre-auth-rce-via-unrar-0day/,Sonar (@SonarSource),Zimbra,"Path traversal, Arbitrary file write, RCE",0.0,2022-06-28,2022-09-15
Bypassing .NET Serialization Binders,https://codewhitesec.blogspot.com/2022/06/bypassing-dotnet-serialization-binders.html,Markus Wulftange (@mwulftange),Microsoft,"Insecure deserialization, RCE",0.0,2022-06-28,2022-09-15
Miracle - One Vulnerability To Rule Them All,https://peterjson.medium.com/miracle-one-vulnerability-to-rule-them-all-c3aed9edeea2,"Nguyễn Tiến Giang (@testanull), peterjson (@peterjson)",Oracle,"Insecure deserialization, SSRF, RCE",0.0,2022-06-23,2022-09-15
Atlassian Confluence - Remote Code Execution (CVE-2023-22527),https://blog.projectdiscovery.io/atlassian-confluence-ssti-remote-code-execution/,"Rahul Maini (@iamnoooob), Harsh Jaiswal (@rootxharsh)",Atlassian,"RCE, OGNL injection, Security code review",0.0,2024-01-22,2024-01-25
Exploiting Bitdefender Antivirus: RCE from any website,https://palant.info/2020/06/22/exploiting-bitdefender-antivirus-rce-from-any-website/,Wladimir Palant (@WPalant),Bitdefender,"RCE, Command injection",0.0,2022-06-22,2022-12-09
Exploiting vulnerabilities in iOS Application,https://lonewolf-raj.medium.com/exploiting-vulnerabilities-in-ios-application-cf5718910c47,Raj Singh Chauhan (@raj_singh_ch),-,"IDOR, Bruteforce, Lack of rate limiting, Account takeover, iOS",0.0,2022-06-22,2022-09-15
Account Takeover by OTP bypass,https://codewithvamp.medium.com/account-takeover-by-otp-bypass-ec0cff67f516,Vaibhav Kumar Srivastava,-,"Information disclosure, Client-side enforcement of server-side security, OTP bypass, Account takeover",0.0,2022-06-19,2022-09-15
That Pipe is Still Leaking: Revisiting the RDP Named Pipe Vulnerability,https://www.cyberark.com/resources/threat-research-blog/that-pipe-is-still-leaking-revisiting-the-rdp-named-pipe-vulnerability,Gabriel Sztejnworcel (@sztejnworcel),Microsoft,RCE,0.0,2022-06-16,2022-09-15
Advisory | Roxy-WI Unauthenticated Remote Code Executions CVE-2022-31137,https://pentest.blog/advisory-roxy-wi-unauthenticated-remote-code-executions-cve-2022-31137/,Nuri Çilengir (@ncilengir),Roxy-WI,"RCE, Authentication bypass",0.0,2022-07-26,2022-09-15
Exploiting GitHub Actions on open source projects,https://medium.com/tinder/exploiting-github-actions-on-open-source-projects-5d93936d189f,"Rojan Rijal (@uraniumhacker), Johnny Nipper (@ratherbeonline), Tanner Emek (@itscachemoney)",Elastic,RCE,0.0,2022-07-26,2022-09-15
Researching Open Source apps for XSS to RCE flaws,https://swarm.ptsecurity.com/researching-open-source-apps-for-xss-to-rce-flaws/,Aleksey Solovev,-,"XSS, RCE",0.0,2022-07-28,2022-09-15
FlowFixation: AWS Apache Airflow Service Takeover Vulnerability and Why Neglecting Guardrails Puts Major CSPs at Risk,https://www.tenable.com/blog/flowfixation-aws-apache-airflow-service-takeover-vulnerability-and-why-neglecting-guardrails,Liv Matan (@terminatorLM),"AWS, Microsoft (Azure), Google (GCP)","Cloud, Account takeover, RCE, Cookie tossing, Session fixation",0.0,2024-03-21,2024-08-14
CVE-2024-1212: Unauthenticated Command Injection In Progress Kemp LoadMaster,https://rhinosecuritylabs.com/research/cve-2024-1212unauthenticated-command-injection-in-progress-kemp-loadmaster/,David Yesland (@daveysec),Progress (Kemp LoadMaster),"OS command injection, RCE, Reverse engineering",0.0,2024-03-19,2024-05-08
Paracosme - CVE-2022-33318 - Remote Code Execution in ICONICS Genesis64,https://github.com/0vercl0k/paracosme,Axel Souchet (@0vercl0k),ICONICS,"Memory corruption, RCE",0.0,2022-08-22,2022-09-15
Blind command injection,https://bergee.it/blog/blind-command-injection/,Bartłomiej Bergier (@_bergee_),-,"RCE, OS command injection",0.0,2022-08-21,2022-09-15
Failed Coding Assessment to Remote Code Execution - Part 1,https://hackingguy.medium.com/failed-coding-assessment-to-remote-code-execution-a-case-study-part-1-1778934b3b34,Akash Chhabra (@_hackingguy),HackerEarth,RCE,0.0,2022-08-20,2022-09-15
"RCE on Spip and Root-Me, v2!",https://thinkloveshare.com/hacking/rce_on_spip_and_root_me_v2/,"Laluka (@TheLaluka), t0 (@___t0___)",SPIP,"RCE, SSTI, DNS rebinding, XSS, Code injection, Unrestricted file upload",0.0,2022-08-16,2022-09-15
CVE-2022-30211: Windows L2TP VPN Memory Leak and Use after Free Vulnerability,https://labs.nettitude.com/blog/cve-2022-30211-windows-l2tp-vpn-memory-leak-and-use-after-free-vulnerability/,Alex Nichols (@i4mchr00t),Microsoft,"Memory corruption, RCE",0.0,2022-08-15,2022-09-15
We discovered major vulnerabilities in Control Web Panel. Here’s how we found them.,https://www.immersivelabs.com/blog/we-discovered-major-vulnerabilities-in-control-web-panel-heres-how-we-found-them/,Immersive Labs (@immersivelabs),Centos Web Panel (CWP),"Path traversal, RCE, Weak crypto, Password reset, Account takeover",0.0,2022-08-15,2022-09-15
Salesforce bug hunting to Critical bug,https://infosecwriteups.com/salesforce-bug-hunting-to-critical-bug-b5da44789d3,Vuk Ivanovic,-,"Information disclosure, Salesforce",0.0,2022-08-15,2022-09-15
Remote Code Execution on Element Desktop Application using Node Integration in Sub Frames Bypass - CVE-2022-23597,https://blog.electrovolt.io/posts/element-rce/,"s1r1us (@s1r1u5_), Maxwell Garrett (@TheGrandPew)",Matrix (Element),"RCE, XSS",0.0,2022-08-13,2022-09-15
Java Deserialization Tricks,https://www.synacktiv.com/en/publications/java-deserialization-tricks.html,Clément Amic (@loadlow),-,"Insecure deserialization, RCE, Security code review",0.0,2024-03-19,2024-05-08
An Unusual Tale of Email Verification Bypass,https://sagarsajeev.medium.com/an-unusual-tale-of-email-verification-bypass-dcf884d544eb,Sagar Sajeev (@Sagar__Sajeev),-,"Email verification bypass, Bruteforce, Rate limiting bypass",0.0,2022-08-13,2022-09-15
Exploiting CVE-2022-24816: A Code Injection In The Jt-jiffle Extension Of Geoserver,https://www.synacktiv.com/en/publications/exploiting-cve-2022-24816-a-code-injection-in-the-jt-jiffle-extension-of-geoserver.html,"Remsio (@_remsio_), Us3r777 (@us3r777)",-,"RCE, Code injection",0.0,2022-08-12,2022-09-15
File Upload Bypass to RCE == $$$$,https://sagarsajeev.medium.com/file-upload-bypass-to-rce-76991b47ad8f,Sagar Sajeev (@Sagar__Sajeev),-,"Unrestricted file upload, RCE",0.0,2022-08-12,2022-09-15
IAM Whoever I Say IAM :: Infiltrating VMWare Workspace ONE Access Using a 0-Click Exploit,https://srcincite.io/blog/2022/08/11/i-am-whoever-i-say-i-am-infiltrating-vmware-workspace-one-access-using-a-0-click-exploit.html,Steven Seeley (@steventseeley),VMware,"Authentication bypass, Information disclosure, CSRF, RCE, Local Privilege Escalation",0.0,2022-08-11,2022-09-15
"Rapid7 Discovered Vulnerabilities in Cisco ASA, ASDM, and FirePOWER Services Software",https://www.rapid7.com/blog/post/2022/08/11/rapid7-discovered-vulnerabilities-in-cisco-asa-asdm-and-firepower-services-software/,Jake Baines (@Junior_Baines),Cisco,"RCE, OS command injection, Local Privilege Escalation, MiTM",0.0,2022-08-11,2022-09-15
Mining Node.js Vulnerabilities via Object Dependence Graph and Query,https://www.usenix.org/conference/usenixsecurity22/presentation/li-song,"Song Li, Mingqing Kang, Jianwei Hou, Yinzhi Cao",-,"RCE, OS command injection, Prototype pollution, Path traversal",0.0,2022-08-10,2022-09-15
Advanced Inter-Process Desynchronization in SAP’s HTTP Server,https://i.blackhat.com/USA-22/Wednesday/US-22-Doyhenard-Internal-Server-Error-wp.pdf,Martin Doyhenard (@tincho_508),SAP,"Memory corruption, RCE, HTTP request smuggling, Web cache poisoning, Desync attack",0.0,2022-08-10,2022-09-15
Google Cloud Shell - Command Injection,https://bugra.ninja/posts/cloudshell-command-injection/,Bugra Eskici (@bugraeskici),Google,"OS command injection, RCE, Cloud",0.0,2022-08-10,2022-09-15
Advisory: Cisco Small Business RV Series Routers Web Filter Database Update Command Injection Vulnerability,https://onekey.com/blog/advisory-cisco-small-business-rv-series-routers-web-filter-database-update-command-injection-vulnerability/,Quentin Kaiser (@QKaiser),Cisco,"OS command injection, RCE",0.0,2022-08-09,2022-09-15
Dancing on the architecture of VMware Workspace ONE Access (ENG),https://petrusviet.medium.com/dancing-on-the-architecture-of-vmware-workspace-one-access-eng-ad592ae1b6dd,Petrus Viet (@VietPetrus),VMware,"Authentication bypass, SQL injection, RCE",0.0,2022-08-09,2022-09-15
From Shodan to RCE: That one time I hacked a Fortune 500 company.,https://systemweakness.com/rooting-jenkins-remote-code-execution-on-a-live-bug-bounty-target-fc2c12d89a2e,vimanari_ (@vimanari_),-,"Missing authentication, Arbitrary file read, RCE, Exposed Jenkins instance",0.0,2022-08-08,2022-09-15
"Micro Services, Major Headaches: Detecting Vulnerabilities in Erxes' Microservices",https://www.sonarsource.com/blog/micro-services-major-headaches-detecting-vulnerabilities-in-erxes-microservices/,Paul Gerste,Erxes,"RCE, Path traversal, Authentication bypass, Arbitrary file overwrite, GraphQL, SSRF, Security code review",0.0,2024-03-21,2024-05-11
QNAP Poisoned XML Command Injection (Silently Patched),https://www.rapid7.com/blog/post/2022/08/04/qnap-poisoned-xml-command-injection-silently-patched/,Jake Baines (@Junior_Baines),QNAP,"OS command injection, RCE",0.0,2022-08-04,2022-09-15
AWS SSRF to Root on production instance — A bug worth 1.75Lacs,https://logicbomb.medium.com/a-bug-worth-1-75lacs-aws-ssrf-to-rce-8d43d5fda899,Avinash Jain (@logicbomb_1),-,"SSRF, RCE, Password reset",0.0,2022-10-27,2022-10-28
"RCE docker api, but …",https://medium.com/@nanwinata/rce-docker-api-but-11ff70825935,nanwn,-,"RCE, Docker daemon misconfiguration",0.0,2022-10-28,2022-10-28
CVE-2022-22241: Juniper SSLVPN / JunOS RCE and Multiple Vulnerabilities,https://octagon.net/blog/2022/10/28/juniper-sslvpn-junos-rce-and-multiple-vulnerabilities/,Paulos Yibelo (@PaulosYibelo),Juniper,"RCE, Phar deserialization, Reflected XSS, XPATH injection, Path traversal, LFI",0.0,2022-10-28,2022-10-28
Froxlor v2.0.6 Remote Command Execution (CVE-2023-0315),https://shells.systems/froxlor-v2-0-6-remote-command-execution-cve-2023-0315/,Askar (@mohammadaskar2),Froxlor,"RCE, Arbitrary file write, SSTI, Security code review",0.0,2023-01-29,2023-01-31
Discovering a weakness leading to a partial bypass of the login rate limiting in the AWS Console,https://securitylabs.datadoghq.com/articles/aws-console-rate-limit-bypass/,Christophe Tafani-Dereeper (@christophetd),AWS,"Rate limiting bypass, Bruteforce",0.0,2023-02-06,2023-02-13
Apache SCXML Remote Code Execution,https://pyn3rd.github.io/2023/02/06/Apache-Commons-SCXML-Remote-Code-Execution/,pyn3rd (@pyn3rd),Apache SCXML,"RCE, Security code review",0.0,2023-02-06,2023-02-13
Memcached Command Injections at Pylibmc,https://btlfry.gitlab.io/notes/posts/memcached-command-injections-at-pylibmc/,Zakhar Fedotkin / d4d (@d4d89704243),Flask-Session,"CRLF injection, Memcached command injection, Insecure deserialization, RCE",0.0,2023-02-04,2024-01-29
WEEKEND DESTROYER - RCE in Western Digital PR4100 NAS,https://www.flashback.sh/blog/weekend-destroyer-wd-pr4100-rce,"Pedro Ribeiro (@pedrib1337), Radek Domanski (@RabbitPro)",Western Digital,"RCE, Hardcoded credentials, Privilege escalation, Cryptographic issues, Security code review",0.0,2023-02-02,2023-03-02
WEEKEND DESTROYER - RCE in Western Digital PR4100 NAS,https://www.flashback.sh/blog/weekend-destroyer-wd-pr4100-rce,"Pedro Ribeiro (@pedrib1337), Radek Domanski (@RabbitPro)",Western Digital,"RCE, Hardcoded credentials, Privilege escalation",0.0,2023-02-02,2023-02-13
Pre-Auth RCE in Aspera Faspex: Case Guide for Auditing Ruby on Rails,https://blog.assetnote.io/2023/02/02/pre-auth-rce-aspera-faspex/,"Maxwell Garrett (@TheGrandPew), Shubham Shah (@infosec_au)",IBM,"RCE, Security code review, Missing authentication, Insecure deserialization",0.0,2023-02-02,2023-02-03
Exploits Explained: Java JMX’s Exploitation Problems and Resolutions,https://www.synack.com/blog/exploits-explained-java-jmxs-exploitation-problems-and-resolutions/,Nicolas Krassas (@Dinosn),-,RCE,0.0,2023-02-02,2023-02-03
CentreStack Disclosure,https://www.whiteoaksecurity.com/blog/centrestack-disclosure/,Michael Rand,Gladinet (CentreStack),"Authentication bypass, Password reset, Unrestricted file upload, RCE",0.0,2023-02-02,2023-02-03
RCE in Avaya Aura Device Services,https://blog.assetnote.io/2023/02/01/rce-in-avaya-aura/,Dylan Pindur,Avaya,"RCE, Security code review, XSS, WebDAV",0.0,2023-02-01,2023-02-03
Remote Command Execution in binwalk,https://onekey.com/blog/security-advisory-remote-command-execution-in-binwalk/,Quentin Kaiser (@QKaiser),"ReFirm Labs (binwalk), ubi_reader, jefferson, yaffshiv","RCE, Path traversal, Security code review",0.0,2023-01-31,2023-02-07
"Unserializable, But Unreachable: Remote Code Execution On vBulletin",https://www.ambionics.io/blog/vbulletin-unserializable-but-unreachable,Charles Fol (@cfreal_),vBulletin,"RCE, Insecure deserialization, Security code review",0.0,2023-01-31,2023-02-03
Adobe Acrobat Reader - resetForm - CAgg UaF - RCE Exploit - CVE-2023-21608,https://hacksys.io/blogs/adobe-reader-resetform-cagg-rce-cve-2023-21608,"Ashfaq Ansari (@HackSysTeam), Krishnakant Patil (@shsirk)",Adobe,"Memory corruption, Use-After-Free, RCE",0.0,2023-01-28,2023-02-28
CVE-2024-21378 — Remote Code Execution in Microsoft Outlook,https://www.netspi.com/blog/technical/red-team-operations/microsoft-outlook-remote-code-execution-cve-2024-21378/,"Rich Wolferd, Nick Landers (@monoxgas)",Microsoft (Outlook),"RCE, Code injection",0.0,2024-03-11,2024-05-08
CVE-2022-44789,https://github.com/alalng/CVE-2022-44789,Alvin Ng (@alngpwn),Artifex MuJS,"Memory corruption, Use-After-Free, RCE, Security code review",0.0,2023-01-28,2023-02-22
PHP Development Server <= 7.4.21 - Remote Source Disclosure,https://blog.projectdiscovery.io/php-http-server-source-disclosure/,"Rahul Maini (@iamnoooob), Harsh Jaiswal (@rootxharsh)",PHP,"Source code disclosure, Information disclosure, Security code review",0.0,2023-01-28,2023-01-31
Ransacking your password reset tokens,https://positive.security/blog/ransack-data-exfiltration,Lukas Euler,Ransack library,"Account takeover, Password reset, Bruteforce",0.0,2023-01-26,2023-01-31
OpenEMR - Remote Code Execution in your Healthcare System,https://www.sonarsource.com/blog/openemr-remote-code-execution-in-your-healthcare-system/,Dennis Brinkrolf (@DBrinkrolf),OpenEMR,"RCE, XSS, LFI, Arbitrary file read, Security code review",0.0,2023-01-26,2023-01-31
MyBB <= 1.8.31: Remote Code Execution Chain,https://swarm.ptsecurity.com/mybb-1-8-31-remote-code-execution-chain/,Aleksey Solovev,MyBB,"RCE, SQL injection, Stored XSS",0.0,2023-01-25,2023-01-26
Exploiting Hardcoded Keys to achieve RCE in Yellowfin BI,https://blog.assetnote.io/2023/01/24/yellowfin-auth-bypass-to-rce/,"Maxwell Garrett (@TheGrandPew), Shubham Shah (@infosec_au)",Yellowfin BI,"RCE, Authentication bypass, Security code review, JWT",0.0,2023-01-24,2023-01-26
Using 0days to Protect the United Nations,https://frycos.github.io/vulns4free/2023/01/24/0days-united-nations.html,Florian Hauser (@frycos),United Nations,"RCE, Authentication bypass, Path traversal",0.0,2023-01-24,2023-01-26
CVE from 2018 Strikes Again,https://blog.stratumsecurity.com/2023/01/23/remote-code-execution-through-deserializtion/,Colin McQueen,-,"RCE, Insecure deserialization, Thick client",0.0,2023-01-23,2023-01-26
How i Hacked Scopely with “Sign in with Google”,https://ph-hitachi.medium.com/how-i-hacked-scopely-using-sign-in-with-google-298a9c166ad,Ph.Hitachi,Scopely,"Account takeover, CORS misconfiguration, Client-side enforcement of server-side security, OAuth",0.0,2023-01-23,2023-01-23
Dissecting and Exploiting TCP/IP RCE Vulnerability “EvilESP”,https://securityintelligence.com/posts/dissecting-exploiting-tcp-ip-rce-vulnerability-evilesp/?,Valentina Palmiotti (@chompie1337),Microsoft (Windows),"Kernel hacking, Windows, RCE, Memory corruption, Buffer Overflow",0.0,2023-01-20,2023-03-10
Vulnerabilities in ManageEngine ADSelfService Plus 6.1 build 6117,https://www.synacktiv.com/sites/default/files/2023-01/advisory_manageengine_adss_2023.pdf,"Antoine Cervoise (@acervoise), Wilfried Bécard (@tiyeuse)",Zoho (ManageEngine),"RCE, OS command injection, Broken Access Control",0.0,2023-01-20,2023-03-02
Code Injection via Python Sandbox Escape — how I got a shell inside a network.,https://medium.com/@mares.viktor/code-injection-via-python-sandbox-escape-how-i-got-a-shell-inside-a-network-c977c35a82de,Viktor Mares,-,"Code injection, RCE",0.0,2023-02-07,2023-02-16
[CVE-2023-22855] Kardex MLOG - Insecure path join to RCE via SSTI,https://hesec.de/posts/cve-2023-22855/,Patrick Hener (@C1sc01),-,"RCE, SSTI, Security code review",0.0,2023-02-07,2023-02-26
Dota 2 Under Attack: How a V8 Bug Was Exploited in the Game,https://decoded.avast.io/janvojtesek/dota-2-under-attack-how-a-v8-bug-was-exploited-in-the-game/,Jan Vojtěšek,Valve,"V8 JavaScript engine, Memory corruption, RCE",0.0,2023-02-08,2023-02-13
Pwn2Owning Two Hosts At The Same Time: Abusing Inductive Automation Ignition’s Custom Deserialization,https://www.zerodayinitiative.com/blog/2023/2/6/pwn2owning-two-hosts-at-the-same-time-abusing-inductive-automation-ignitions-custom-deserialization,Piotr Bazydło (@chudyPB),Inductive Automation Ignition,"Insecure deserialization, RCE, Security code review",0.0,2023-02-08,2023-03-06
CVE-2022-38108: RCE In Solarwinds Network Performance Monitor,https://www.zerodayinitiative.com/blog/2023/2/27/cve-2022-38108-rce-in-solarwinds-network-performance-monitor,"Piotr Bazydło (@chudyPB), Justin Hong, Lucas Miller",SolarWinds,"Insecure deserialization, RCE, Security code review",0.0,2023-02-28,2023-03-02
A student's dream: hacking (then fixing) Gradescope's autograder,https://saligrama.io/blog/post/gradescope-autograder-security/,Aditya Saligrama (@saligrama_a),Gradescope,RCE,0.0,2023-02-28,2023-03-02
Gitpod remote code execution 0-day vulnerability via WebSockets,https://snyk.io/blog/gitpod-remote-code-execution-vulnerability-websockets/,Elliot Ward,Gitpod,"RCE, Cross-Site WebSocket Hijacking (CSWH), Samesite cookie bypass, Account takeover",0.0,2023-02-27,2024-02-06
Abusing Maven’s pom.xml,https://security.humanativaspa.it/abusing-mavens-pom-xml/,Gianluca Baldi (@0x_nope),Apache Maven,RCE,0.0,2023-02-27,2023-03-02
VMware Workspace One Access,https://trenchant.io/vmware-workspace-one-access/,Steven Seeley (@steventseeley),VMware,"RCE, Java Beans, Security code review",0.0,2023-02-27,2023-03-02
The Vulnerability That Exposed an UN Website to Remote Code Execution,https://medium.com/@mullangisashank/the-vulnerability-that-exposed-an-un-website-to-remote-code-execution-dfe377b82049,Mullangisashank (@manisashankm),United Nations,"Components with known vulnerabilities, OGNL injection, RCE",0.0,2023-02-27,2023-03-02
